1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
kv0bav3ayvz1il623i76bkvr0sqc2yu1,0,500-1000,0,1,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,0,nan,No,0,nan,0,nan,8,8,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,0,nan,0,nan,6,6,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,Yes,Not applicable to me,Not applicable to me,nan,8,Yes,nan,Maybe,"If it was something that could be accommodated without making me a less attractive employee candidate, I would share. If it would lower my chances of being hired, I might be hesitant to share.",0,nan,nan,8,No,nan,No,nan,4,nan,nan,0,33,male,United States of America,Virginia,White,nan,United States of America,Virginia,nan,6/29/21 15:04,6/29/21 15:12,3b6705a56a,2021,,,,,
7k44fzsgx53bzvl0dovi3k7k44fz3205,0,More than 1000,0,1,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,No,1,I discussed my bipolar disorder diagnosis with a manager,No,1,"I shared that I struggled with a mood disorder. I only shared this with a select few people, and it was regarding a broader conversation about mental health. There was little in the way of a meaningful reaction since the discussion was already open.",0,nan,10,5,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"Yes, they all did",I was aware of some,None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,1,I discussed my diagnosis of bipolar disorder,At some of my previous employers,1,I shared I had a mood disorder -- the conversation was already related to mental health and challenges surrounding it.,0,nan,10,6,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,Obsessive-Compulsive Disorder,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,No,8,Maybe,It depends on whether I need an accommodation.,No,"I feel I would be stigmatized, and people would be less willing to work with me.",0,nan,nan,3,Maybe/Not sure,nan,No,nan,2,"I feel, the community, as a whole, could broaden their capacity for listening to, and accepting people's lived experience.","I spend a fair amount of time in the workplace fearing stigma because of my mental illness. I struggle as it is, some days, and I fear people would use it against me.",1,43,Male,United States of America,California,White,nan,United States of America,California,nan,6/28/21 19:41,6/28/21 20:00,74e4911aee,2021,,,,,
1g3aul6v2d1dvbcw66hf1g3aul6ienqr,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"Yes, I know several","Yes, always",Positively,"Yes, always",Positively,Yes,1-25%,1,1,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,"Yes, all of my previous supervisors",1,nan,"Yes, at all of my previous employers",nan,nan,nan,nan,0,0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Never,Yes,0,Yes,nan,Yes,nan,1,1,0,0,"Yes, I observed",nan,"Yes, I observed",nan,1,nan,nan,1,20,m,Indonesia,nan,nan,nan,Indonesia,nan,nan,6/25/21 13:08,6/25/21 13:17,6a7520ca48,2021,,,,,
5uh0fw15bupqi98r5uh0falfe4wlqcad,0,100-500,1,1,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,0,nan,No,0,nan,0,nan,5,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,"Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,Yes,8,Yes,By physical health I mean if I have any problems limiting my movement etc so it is important to make sure my workplace is accessible to me,No,Why would I?,1,1,3,4,"Yes, I experienced",Getting disgusted looks and people talking shit behind my back for having scars visible due to short sleeved shirts on my arms during hot days :(,No,nan,2,I really don't know since I've always sought help even before I joined the industry so ¯_(ツ)_/¯,nan,0,21,male,Finland,nan,nan,nan,Finland,nan,nan,6/24/21 16:31,6/24/21 16:42,79ee865270,2021,,,,,
ro19ucnwwfoi5mg9vh0pro19ucj1ho6e,0,26-100,0,0,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0,nan,No,0,nan,0,nan,9,9,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,1,I don't know,Sometimes,Rarely,Maybe,8,Yes,I would because that way my interviewer will know why I cant do certain tasks that affects me physically,Yes,I would because that way my interviewer will know why I act a certain way around them and coworkers,0,nan,nan,3,No,nan,No,nan,3,be more caring and understanding and nonjudgmental,nan,0,22,male,United States of America,Alabama,Black or African American,nan,United States of America,Alabama,nan,6/18/21 6:13,6/18/21 6:22,50b2b83597,2021,,,,,
alq4uacvyl1dg9946alqh7inosaejj4t,0,More than 1000,1,1,Yes,No,No,Yes,Yes,Somewhat difficult,Physical health,Maybe,0,nan,No,0,nan,0,nan,10,5,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Often,Often,No,5,No,nan,Maybe,they usual dont seem to be intersted in the topic,0,nan,nan,4,Maybe/Not sure,nan,Maybe/Not sure,nan,3,"they dont seem affected by it ,much, till its really bad",na,1,23,female,India,nan,nan,nan,India,nan,nan,6/16/21 2:54,6/16/21 3:01,e2ddf2fee9,2021,,,,,
rpeqkswat4dmxfu2brpeqkswfgxm6n4r,0,More than 1000,1,1,No,nan,Yes,I don't know,I don't know,Difficult,Physical health,No,0,nan,Maybe,0,nan,0,nan,5,4,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (was not aware),Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,7,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Sometimes,Often,Maybe,5,No,Fear of loosing opportunity,No,Fear of loosing opportunity,0,nan,nan,1,No,nan,No,nan,3,"Similar to step challenges, they should start Yoga, Meditation, Breathing Exercises challenges and rewards",nan,0,34,Male,United States of America,Colorado,Asian,nan,United States of America,Colorado,nan,6/13/21 17:46,6/13/21 18:00,55512f4d57,2021,,,,,
gmr54s099z1b897gmrc0138uxddfurtu,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"Yes, I know several","No, because it doesn't matter",Negatively,"No, because it doesn't matter",No change,Yes,1-25%,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Rarely,Rarely,Maybe,4,Yes,nan,No,nan,1,1,10,4,No,nan,"Yes, I experienced",nan,2,nan,nan,1,27,woman,Turkey,nan,nan,nan,Turkey,nan,nan,6/5/21 12:13,6/5/21 12:24,cee321b67d,2021,,,,,
4110acd3sjda61f5qn4e84110acd3uo7,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,"Yes, I know several","Sometimes, if it comes up",No change,"Yes, always",Positively,Yes,26-50%,1,1,I don't know,"No, I only became aware later",Some did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1,Provider additional support,At some of my previous employers,1,Provided expected support and additional care,0,nan,10,4,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,Maybe,10,Maybe,I would expect support accordingly if needed,No,"Discrimination, eyes shaking and hearing words:""yeah, everyone has depression now """,0,nan,nan,7,No,nan,"Yes, I observed",nan,3,"Educate about risks always, not only durring pandemy",I am afraid that some of my coworkers would think that I can do more due to my sickness and even that me worse,1,25,Female,Poland,nan,nan,nan,Poland,nan,nan,6/1/21 17:23,6/1/21 17:33,bdd8d88250,2021,,,,,
5qlfgy5jc7iw8iqq50ig5qlfgyrx9hyv,0,More than 1000,1,1,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,Yes,1,nan,Maybe,1,nan,1,nan,8,7,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Sometimes,Often,Maybe,3,Maybe,nan,No,nan,0,nan,nan,3,Maybe/Not sure,nan,"Yes, I observed",nan,3,nan,nan,0,21,Female,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,6/1/21 15:36,6/1/21 15:41,bb27ee096c,2021,,,,,
w444u76be1vtolw444azivnsksqam64t,0,More than 1000,1,1,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1,I had severe depression and disclosed it to my co-workers.,Yes,1,"I sent an email describing my condition. They were all very supportive and sent me ""get well"" cards and notes.",1,My coworker discussed her issues with depression with me.,8,8,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,Maybe,10,Maybe,It depends on if it would limit my performance or require special considerations.,Maybe,"It depends if it would limit my performance. However, it's something that I would like to share but realize it isn't usually done.",1,1,3,6,No,nan,"Yes, I experienced",nan,3,I have no suggestions. It's not an easy solution.,No.,1,49,Male,United States of America,California,White,nan,United States of America,California,nan,5/27/21 15:58,5/27/21 16:06,16c1b59046,2021,,,,,
vy9y61d2t6oc0qvy9y6h6mepe218cgst,0,100-500,0,1,I don't know,nan,I don't know,No,I don't know,Neither easy nor difficult,Physical health,No,0,nan,No,0,nan,0,nan,4,4,nan,nan,nan,nan,nan,nan,nan,nan,1,0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,4,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Often,Sometimes,Yes,4,Maybe,BECAUSE I WONT BE COMFORTABLE WITH IT,No,IT REDUCES THE CHANCES OF GETTING THE JOB,0,nan,nan,2,Maybe/Not sure,nan,No,nan,1,ORGANISE WORKSHOPS TO EDUCATE THEIR EMPLOYERS ON IT USING EXPERTS ON THE FIELD AND LESS PRESSURE ON THE EMPLOYEES,NO THANKS,0,22,FEMALE,Nigeria,nan,nan,nan,Nigeria,nan,nan,5/27/21 15:34,5/27/21 15:44,1eddfd0df8,2021,,,,,
cfvql1p8shjd8wu9cfvqovcbjz9lawlj,0,More than 1000,1,1,Yes,Yes,Yes,I don't know,I don't know,I don't know,Physical health,Maybe,0,nan,Maybe,1,"I have bipolar disorder and I was having a difficult time with side effects from a med adjustment, I told a coworker about it because I was worried it might seem like I wasn't working as hard. There wasn't really a reaction, I don't think they knew how to respond.",1,A coworker told me about having high anxiety and that they needed to take Xanax to make it through the workday.,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,0,nan,0,nan,5,5,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,"Eating Disorder (Anorexia, Bulimia, etc)",nan,nan,Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,Yes,1,Yes,Often,Often,Maybe,6,Maybe,It would depend on how relevant it is to the work environment.,No,Stigma,0,nan,nan,5,"Yes, I observed","A former coworker experienced a mental health crisis and instead of being offered time off and the appropriate help, he was fired.",No,nan,3,"There is a lot of talk about mental health, but in my years of tech I have not seen behavioral changes in companies. Everywhere I have worked I have seen, and experienced, burnout. It seems to be an accepted part of the tech culture now. Don't tell employees to 'take time off and relax', while keeping unreasonably high expectations on their deliveries.",Having a mental illness isn't ALL bad. There can be good aspects. I attribute some of my success in tech to my bipolar disorder. Maybe ask some questions about how mental health has contributed positively to work.,1,35,Female,United States of America,Washington,White,nan,United States of America,Washington,nan,5/26/21 20:55,5/26/21 21:16,6373a103a0,2021,,,,,
i0t0tfg4dz3zpwyp9f79okfi0t0tf1mk,0,5-Jan,0,1,No,nan,No,No,I don't know,Very easy,Same level of comfort for each,Yes,0,nan,Yes,0,nan,1,My coworker shared that they had experienced a total burnout because of too much pressure at work. There were very strict deadlines that they couldn't make which resulted in big fees for the firm. They had to go to many professionals and felt really bad mentally. They couldn't work for months and had to quit their job to stay home and take care of their mental health.,10,10,nan,nan,nan,nan,nan,nan,nan,nan,1,0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",0,nan,"Yes, at all of my previous employers",1,"I told my coworker about my anxiety and depression, all the stress that I am under and have experienced due to family issues, university and romantic relationships. They were very supportive and gave me advice.",0,nan,10,10,Yes,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,No,Rarely,Sometimes,No,10,Yes,I would if there is a potential of this physical health issue to interfere with my job performance.,Maybe,"If they ask me directly if I have mental health problems, then I won't lie about it. I would tell them straight up.",0,nan,nan,7,No,nan,"Yes, I observed",nan,5,They can offer certain benefits that would help employees with mental health problems.,nan,1,25,female,Bulgaria,nan,nan,nan,Bulgaria,nan,nan,5/26/21 9:30,5/26/21 14:21,927bc2795a,2021,,,,,
nnqvksftv5px4r3bx5dvqnnqvkjnftm6,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,Yes,51-75%,1,0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,5,0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,Yes,Often,Often,Maybe,3,Maybe,nan,No,nan,0,nan,nan,5,"Yes, I observed",nan,I've always been self-employed,nan,3,nan,nan,0,38,Male,India,nan,nan,nan,India,nan,nan,5/21/21 7:28,5/21/21 7:39,2c47ff7bf9,2021,,,,,
gtpifs0l4tk5x838n8fygtpipkjc1joj,0,More than 1000,1,1,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1,"It had to do with increasing stress levels and low motivation, due to lack of structure, multiple workstreams that divided our team into small units. Also i observed some increased aggression in me.",Yes,1,"It was really about their mental health. After seeing them being disconnected and sort of absent, i approached them about it, to learn is there something i could do or we as a team could do to provide support.",1,"After directly asking, whats going on, how could we help, the coworker told me his situation and we could reorganize to allow him to have more time to deal with his personal situation.",8,8,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0,nan,At some of my previous employers,0,nan,nan,nan,3,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Rarely,Often,No,8,Yes,I want to be sure that my employer shares my values. I will be a part of a company. I must be able to be open and know that this is not how i will be valued. Ofc how much i reveal on first encounter is a different topic.,Yes,I can not be lying entering a new relationsip. This will be most probably visible anyway and i have to me sure i can get the support and treatment i need. I have no room for hiding and playing games,0,nan,nan,7,No,nan,"Yes, I observed",nan,2,"I think raising awareness of what a mental illess or disorder even is would be very valuable.  Tech industry tends to have high paid jobs that comes with a lot of ""must achieve and grow"". This push might and i believe will increase mental problems. Not everyone wants to get bigger and bigger scope. We must recognize also the people who are ""really great at what they do""",no thank you,0,38,male,Estonia,nan,nan,nan,Estonia,nan,nan,5/19/21 13:06,5/19/21 13:25,9b40a3be6a,2021,,,,,
jq0wgvrnuajbc2odbhjq0wgvtoarhnci,0,More than 1000,1,0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,1,I had described the actual situation to my manager and they showed sympathy and given some time to recover.,Yes,1,"Yes, discussed with coworker and they suggested some solutions",1,He explained me his problems,7,7,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,7,No,May be they will treat it as negative point,No,It can be sought as negative point,0,nan,nan,7,No,nan,Maybe/Not sure,nan,3,They should be aware of employees family in short.,work load should be managed properly,0,30,M,India,nan,nan,nan,India,nan,nan,5/9/21 14:04,5/9/21 14:17,7091b70178,2021,,,,,
t1ed4b1pd8ulcztp40g98h9t1ed4b136,0,More than 1000,1,0,Yes,Yes,Yes,Yes,I don't know,I don't know,Physical health,Maybe,0,nan,Maybe,0,nan,1,Mostly just passing mentions and gossip.,5,6,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,Talked about my struggles with depression,1,"Talked about struggles with depression, anxiety, alcoholism, etc.",8,4,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Often,Often,Yes,9,Maybe,"If it didn't affect my ability to work, it's not their business.",Maybe,"If it doesn't affect my ability to work, it's not their business.",0,nan,nan,4,Maybe/Not sure,nan,Maybe/Not sure,nan,2,"I think most employers are selfish. To them, if the employee has any disorders or disabilities that might get in the way of productivity or become a liability, the employer would rather let that employee go and hire someone else. The only thing preventing the discriminatory firing of employees with disabilities are legal regulations.",nan,0,41,cis-het male,United States of America,California,White,nan,United States of America,California,nan,5/6/21 21:50,5/7/21 3:58,a053fcd702,2021,,,,,
b9nm5rf4oa3nhsb9nmluloyw2yb4pu7d,0,26-100,1,1,Yes,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0,nan,Yes,0,nan,0,nan,7,3,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,"I mentioned feeling overworked, anxious and burned out. They reacted not surprised, like it showed in my face and behavior.",1,"A coworker mentioned in several occasions they were feeling tired, overwhelmed by work and other personal issues.",5,4,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Often,Often,No,10,Maybe,I wouldn't mention it if I really need the job,No,It will most probably affect the outcome if the interview if they knew,0,nan,nan,4,"Yes, I observed","I have seen in numerous occasions how someone who says they feel overwhelmed by the amount of work and no change is made, and sometimes more work is given to them.",Maybe/Not sure,nan,3,Respect the employee's personal time and health conditions in general. Stop thinking of tech workers like robots or worker ants. And stop expecting software devs to somehow spend all their personal time working on projects or training on something the employer needs.,"I honestly believe that the lack of empathy in the tech world, specifically Software Dev, is the major driver of mental health issues in our industry. In my experience, managers treat devs as robots that can work extra hours, learn any new tech and deliver high quality projects all at the same time.
Managers, employers, executives need to learn that devs are people with personal lives, personal issues and most don't want to spend their weekend working or training for the company.",1,36,cis male,Colombia,nan,nan,nan,Colombia,nan,nan,5/6/21 15:40,5/6/21 15:54,5ea7ad8d8f,2021,,,,,
pirmz5hi68725lza2pirmzucr0tyhxkj,0,26-100,0,1,Yes,Yes,No,No,I don't know,Difficult,Same level of comfort for each,No,0,nan,Maybe,1,"I have had to go to my car for anxiety attacks, my coworker was really understanding and covered for me",1,We connected over anxiety,5,1,nan,nan,nan,nan,nan,nan,nan,nan,1,0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0,nan,"Yes, at all of my previous employers",1,I was lost my mom while I was at my previous workplace and they were very supportive,0,nan,8,5,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,Dissociative Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Sometimes,Often,nan,10,Maybe,If it would interfere with work I would bring it up otherwise I wouldn't mention it,No,I feel like I wouldn't be considered for the job.,0,nan,nan,8,Maybe/Not sure,nan,"Yes, I experienced",nan,3,I feel like all employers want is results and they don't want any delays whatsoever,nan,1,23,Female,United States of America,Nebraska,White,nan,United States of America,Nebraska,nan,5/4/21 20:36,5/4/21 20:47,2196d36715,2021,,,,,
96zb1qf9do7wh82uytx96zb31g60wit1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,"No, I don't know any","No, because it doesn't matter",I'm not sure,"No, because it would impact me negatively",Positively,Yes,26-50%,1,0,"No, none did",N/A (none offered),"Yes, they all did",None did,"Yes, always",Physical health,Some of my previous supervisors,1,"Reactions were respectful, but they didn't fully understand it in the ways that I do. I feel as though this is due to the, not having to ever really deal with it, or lack of exposure to mental health issues among family members / close friends. Not a bad thing, just a lack of exposure to it.",At some of my previous employers,1,"Most of the time, it was ""I don't like to talk about it because that is how I was raised."" I work with a lot of Hispanics, and that seems to be how a lot of them were raised in my own personal experience.",1,"I would listen, then try and offer advice as to what helps me when I'm going through a rutt.",0,0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,Yes,Rarely,Often,No,10,Maybe,It would be strongly dependent upon how limiting this physical health issue is. I currently do not have any physical health issues.,Maybe,"Strongly depends on how limiting towards my ability to do this job it is, along with how well I would expect my interviewer to care.",0,nan,nan,5,Maybe/Not sure,nan,"Yes, I experienced",nan,3,Uncertain,nan,1,21,male,United States of America,Iowa,White,nan,United States of America,Iowa,nan,5/3/21 18:50,5/3/21 19:02,74e0c6e6ce,2021,,,,,
p9hu7vev4wgupimgpzicp9hu7vvnn1dx,0,25-Jun,0,1,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,0,nan,Maybe,0,nan,0,nan,9,9,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,0,nan,0,nan,7,7,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,No,Sometimes,Sometimes,nan,9,Maybe,nan,No,nan,0,nan,nan,7,No,nan,Maybe/Not sure,nan,3,nan,nan,0,25,Male,Netherlands,nan,nan,nan,Netherlands,nan,nan,5/3/21 13:05,5/3/21 13:22,423892d4fa,2021,,,,,
